Fi	ne,Dig	ital & Perf	Arts												
															
O		BUMK2100	51	Marketing Concepts	3.00	Shaw	-M-W---	5:00- 6:15PM	KRI	154	28		28	0	
															
O		BUMK3100	01	Marketing Principles	3.00	Clausing	-M-W-F-	11:00-11:50AM	KRI	150	40		40	0	
															
O		BUMK3100	90	Marketing Principles	3.00	Conley	-------	TBA	ONLI	ONLI	500		26	0	
															
					*	**** Onlin	e Course	**							
															
O		BUMK3300	90	Consumer Behavior	3.00	Conley	-------	TBA	ONLI	ONLI	500		26	0	
															
					*	**** Onlin	e Course	**							
															
O		BUMK3400	01	Marketing Communications	3.00	Conley	--T-R--	2:00- 3:15PM	KRI	251	24		24	0	
															
O		BUMK4000	01	Marketing Management	3.00	Conley	--T-R--	12:30- 1:45PM	KRI	253	28		28	0	
															
O		BUOA1140	01	Word Processing	3.00	Cook	-M-W-F-	11:00-11:50AM	KRI	152	24		24	0	BUSI
															
O		BUOA1140	80	Word Processing	3.00	Cook	-------	TBA			0		1	0	BUSI
															
O		BUOA1150	01	Spreadsheet Applications	3.00	Messer	-M-W-F-	12:00-12:50PM	KRI	152	24		24	0	BUSI
															
O		BUOA1150	02	Spreadsheet Applications	3.00	Messer	--T-R--	12:30- 1:45PM	KRI	151	24		24	0	BUSI
															
E	ducati	on													
															
O		EDAE3285	01	Foundations of Secondary Educ	3.00	Carlson	-M-W---	10:00-11:50AM	EDU	124	25		20	0	EDUC
															
						Carlson	-M-W---	8:00-11:50AM	OFF		0				
															
						Carlson	-M-W---	10:00-11:50AM	EDU	124	25				
															
O		EDAE4400	01	Sec School Cur/Instruction/Mgt	2.00	Shipley	-----F-	10:00-11:50AM	EDU	124	25		15	0	EDUC
															
O		EDAE4433	01	Teaching Science Grades 7-12	3.00	Carlson	-M-W---	8:00- 9:50AM	EDU	124	25		15	0	EDUC
															
						Carlson	-M-----	8:00- 9:50AM	EDU	124	25				
															
						Carlson	--TWR--	7:30-11:50AM	OFF		0				
															
						Carlson	-M-W---	8:00- 9:50AM	EDU	124	25				
															
O		EDAE4490	51	Directed Teaching and Seminar	10.00	Risner	--T----	4:00- 5:40PM	EDU	126	25		24	0	EDU1
